figure,position,video_id,type,title,subtitle,note,group
abb_kategorie_camera_distance_v02.png,3,7564790156624973069,RI,Kameradistanz | RI | id=973069,"Modell: distance=extremeLong; p=0.81; frames=9
Menschliche Bewertung des Modells: Kameradistanz=zwischen gut passend und sehr gut passend (4.50/5 Likert-Skala; n=2)",camera_distance_variant_2,camera_distance
abb_kategorie_camera_stability_v02.png,1,7467202100674497834,VI,Stabilität | VI | id=497834,"Modell: stability_idx=0.85 (sehr stabil); flow_mean=0.00 (sehr ruhig kaum Bewegung); pairs=27
Menschliche Bewertung des Modells: Stabilität=sehr gut passend (5.00/5 Likert-Skala; n=2)",camera_stability_variant_2,camera_stability
abb_kategorie_camera_stability_v02.png,2,7516241082754010414,VI,Stabilität | VI | id=010414,"Modell: stability_idx=0.29 (sehr instabil); flow_mean=0.02 (eher bewegt); pairs=23
Menschliche Bewertung des Modells: Stabilität=zwischen gut passend und sehr gut passend (4.50/5 Likert-Skala; n=2)",camera_stability_variant_2,camera_stability
abb_kategorie_camera_stability_v02.png,3,7577558634071133454,RI,Stabilität | RI | id=133454,"Modell: stability_idx=0.61 (mittel stabil); flow_mean=0.01 (sehr ruhig kaum Bewegung); pairs=31
Menschliche Bewertung des Modells: Stabilität=teilweise passend (3.00/5 Likert-Skala; n=2)",camera_stability_variant_2,camera_stability
abb_kategorie_cuts_v02.png,1,7129589619099847982,VI,Schnitte/Dynamik | VI | id=847982,"Modell: cut_count=3 (sehr wenige Schnitte); cuts_s=0.40 (sehr ruhig kaum Schnitte); frames=225
Menschliche Bewertung des Modells: Schnitte/Dynamik=sehr gut passend (5.00/5 Likert-Skala; n=2)",cuts_variant_2,cuts
abb_kategorie_cuts_v02.png,2,7014189798315298053,VI,Schnitte/Dynamik | VI | id=298053,"Modell: cut_count=0 (sehr wenige Schnitte); cuts_s=0.00 (sehr ruhig kaum Schnitte); frames=177
Menschliche Bewertung des Modells: Schnitte/Dynamik=sehr gut passend (5.00/5 Likert-Skala; n=2)",cuts_variant_2,cuts
abb_kategorie_cuts_v02.png,3,7586737085831286071,RI,Schnitte/Dynamik | RI | id=286071,"Modell: cut_count=249 (sehr viele Schnitte); cuts_s=8.45 (sehr dynamisch viele schnelle Schnitte); frames=884
Menschliche Bewertung des Modells: Schnitte/Dynamik=eher schlecht passend (2.00/5 Likert-Skala; n=2)",cuts_variant_2,cuts
abb_kategorie_face_emotion_v02.png,1,7565209380782755075,VI,Emotion | VI | id=755075,"Modell: emotion=Happy; p=0.49; face_frames=8
Menschliche Bewertung des Modells: Emotion=sehr gut passend (5.00/5 Likert-Skala; n=2)",face_emotion_variant_2,face_emotion
abb_kategorie_face_emotion_v02.png,2,7516241082754010414,VI,Emotion | VI | id=010414,"Modell: emotion=Neutral; p=0.63; face_frames=8
Menschliche Bewertung des Modells: Emotion=gut passend (4.00/5 Likert-Skala; n=2)",face_emotion_variant_2,face_emotion
abb_kategorie_face_emotion_v02.png,3,7538416839257230614,VI,Emotion | VI | id=230614,"Modell: emotion=Surprise; p=0.51; face_frames=19
Menschliche Bewertung des Modells: Emotion=teilweise passend (3.00/5 Likert-Skala; n=2)",face_emotion_variant_2,face_emotion
abb_kategorie_body_pose_v02.png,1,7027954993026190598,VI,Pose | VI | id=190598,"Modell: pose=laughing; p=0.82; pose_frames=10
Menschliche Bewertung des Modells: Pose=zwischen gut passend und sehr gut passend (4.50/5 Likert-Skala; n=2)",body_pose_variant_2,body_pose
abb_kategorie_body_pose_v02.png,2,7516241082754010414,VI,Pose | VI | id=010414,"Modell: pose=listening-to-music; p=0.62; pose_frames=8
Menschliche Bewertung des Modells: Pose=teilweise passend (3.00/5 Likert-Skala; n=2)",body_pose_variant_2,body_pose
abb_kategorie_body_pose_v02.png,3,7521175951602945293,VI,Pose | VI | id=945293,"Modell: pose=eating; p=0.52; pose_frames=8
Menschliche Bewertung des Modells: Pose=zwischen sehr schlecht passend und eher schlecht passend (1.50/5 Likert-Skala; n=2)",body_pose_variant_2,body_pose
abb_kategorie_beauty_score_v02.png,1,7027954993026190598,VI,Beauty-Score | VI | id=190598,"Modell: beauty_mean=34.77 (mittlerer Beauty-Score); sd=7.44; face_frames=9
Menschliche Bewertung des Modells: Beauty-Score=gut passend (4.00/5 Likert-Skala; n=2)",beauty_score_variant_2,beauty_score
abb_kategorie_beauty_score_v02.png,2,7550501572598320439,RI,Beauty-Score | RI | id=320439,"Modell: beauty_mean=53.10 (sehr hoher Beauty-Score); sd=2.56; face_frames=14
Menschliche Bewertung des Modells: Beauty-Score=gut passend (4.00/5 Likert-Skala; n=2)",beauty_score_variant_2,beauty_score
abb_kategorie_beauty_score_v02.png,3,7014189798315298053,VI,Beauty-Score | VI | id=298053,"Modell: beauty_mean=22.75 (sehr niedriger Beauty-Score); sd=0.66; face_frames=6
Menschliche Bewertung des Modells: Beauty-Score=zwischen eher schlecht passend und teilweise passend (2.50/5 Likert-Skala; n=2)",beauty_score_variant_2,beauty_score
abb_kategorie_skin_smoothness_v02.png,1,7573473414455889166,RI,Hautglättung | RI | id=889166,"Modell: highpass_idx=0.02 (sehr natürliche wenig geglättete Haut); dog_idx=0.06 (eher wenig geglättete Haut); face_frames=61
Menschliche Bewertung des Modells: Hautglättung=gut passend (4.00/5 Likert-Skala; n=2)",skin_smoothness_variant_2,skin_smoothness
abb_kategorie_skin_smoothness_v02.png,2,7129589619099847982,VI,Hautglättung | VI | id=847982,"Modell: highpass_idx=0.03 (eher wenig geglättete Haut); dog_idx=0.07 (eher wenig geglättete Haut); face_frames=8
Menschliche Bewertung des Modells: Hautglättung=teilweise passend (3.00/5 Likert-Skala; n=2)",skin_smoothness_variant_2,skin_smoothness
abb_kategorie_skin_smoothness_v02.png,3,7228975173284744491,RI,Hautglättung | RI | id=744491,"Modell: highpass_idx=0.09 (sehr glatte stark geglättete Haut); dog_idx=0.19 (sehr glatte stark geglättete Haut); face_frames=9
Menschliche Bewertung des Modells: Hautglättung=sehr gut passend (5.00/5 Likert-Skala; n=2)",skin_smoothness_variant_2,skin_smoothness
abb_kategorie_face_orientation_v02.png,1,7512643920539700526,RI,Gesichtsorientierung | RI | id=700526,"Modell: orientation=Frontal; pitch=4.39; yaw=6.88
Menschliche Bewertung des Modells: Gesichtsorientierung=sehr gut passend (5.00/5 Likert-Skala; n=2)",face_orientation_variant_2,face_orientation
abb_kategorie_face_orientation_v02.png,2,7129589619099847982,VI,Gesichtsorientierung | VI | id=847982,"Modell: orientation=Down; pitch=13.84; yaw=2.96
Menschliche Bewertung des Modells: Gesichtsorientierung=gut passend (4.00/5 Likert-Skala; n=2)",face_orientation_variant_2,face_orientation
abb_kategorie_face_orientation_v02.png,3,7516241082754010414,VI,Gesichtsorientierung | VI | id=010414,"Modell: orientation=Left; pitch=2.81; yaw=-37.35
Menschliche Bewertung des Modells: Gesichtsorientierung=sehr gut passend (5.00/5 Likert-Skala; n=2)",face_orientation_variant_2,face_orientation
abb_kategorie_brightness_v02.png,1,7244163083097132334,RI,Helligkeit | RI | id=132334,"Modell: brightness_idx=152.88 (eher hell)
Menschliche Bewertung des Modells: Helligkeit=sehr gut passend (5.00/5 Likert-Skala; n=2)",brightness_variant_2,brightness
abb_kategorie_brightness_v02.png,2,7452207597907676424,VI,Helligkeit | VI | id=676424,"Modell: brightness_idx=145.00 (eher hell)
Menschliche Bewertung des Modells: Helligkeit=gut passend (4.00/5 Likert-Skala; n=2)",brightness_variant_2,brightness
abb_kategorie_brightness_v02.png,3,7037583058626759941,VI,Helligkeit | VI | id=759941,"Modell: brightness_idx=119.19 (mittel hell)
Menschliche Bewertung des Modells: Helligkeit=gut passend (4.00/5 Likert-Skala; n=2)",brightness_variant_2,brightness
abb_kategorie_contrast_v02.png,1,7244163083097132334,RI,Kontrast | RI | id=132334,"Modell: contrast_idx=55.67 (mittlerer Kontrast)
Menschliche Bewertung des Modells: Kontrast=zwischen gut passend und sehr gut passend (4.50/5 Likert-Skala; n=2)",contrast_variant_2,contrast
abb_kategorie_contrast_v02.png,2,7452207597907676424,VI,Kontrast | VI | id=676424,"Modell: contrast_idx=60.04 (mittlerer Kontrast)
Menschliche Bewertung des Modells: Kontrast=gut passend (4.00/5 Likert-Skala; n=2)",contrast_variant_2,contrast
abb_kategorie_contrast_v02.png,3,7129589619099847982,VI,Kontrast | VI | id=847982,"Modell: contrast_idx=51.49 (eher geringer Kontrast)
Menschliche Bewertung des Modells: Kontrast=teilweise passend (3.00/5 Likert-Skala; n=2)",contrast_variant_2,contrast
abb_kategorie_saturation_v02.png,1,7467202100674497834,VI,Sättigung | VI | id=497834,"Modell: saturation_idx=48.91 (sehr geringe Farbsättigung)
Menschliche Bewertung des Modells: Sättigung=zwischen gut passend und sehr gut passend (4.50/5 Likert-Skala; n=2)",saturation_variant_2,saturation
abb_kategorie_saturation_v02.png,2,7027954993026190598,VI,Sättigung | VI | id=190598,"Modell: saturation_idx=82.41 (eher geringe Farbsättigung)
Menschliche Bewertung des Modells: Sättigung=gut passend (4.00/5 Likert-Skala; n=2)",saturation_variant_2,saturation
abb_kategorie_saturation_v02.png,3,7452207597907676424,VI,Sättigung | VI | id=676424,"Modell: saturation_idx=65.97 (sehr geringe Farbsättigung)
Menschliche Bewertung des Modells: Sättigung=zwischen teilweise passend und gut passend (3.50/5 Likert-Skala; n=2)",saturation_variant_2,saturation
abb_kategorie_sharpness_v02.png,1,7564790156624973069,RI,Schärfe | RI | id=973069,"Modell: laplacian_mean=2062.26 (sehr scharf)
Menschliche Bewertung des Modells: Schärfe=zwischen gut passend und sehr gut passend (4.50/5 Likert-Skala; n=2)",sharpness_variant_2,sharpness
abb_kategorie_sharpness_v02.png,2,7037583058626759941,VI,Schärfe | VI | id=759941,"Modell: laplacian_mean=528.64 (eher unscharf)
Menschliche Bewertung des Modells: Schärfe=gut passend (4.00/5 Likert-Skala; n=2)",sharpness_variant_2,sharpness
abb_kategorie_sharpness_v02.png,3,7467202100674497834,VI,Schärfe | VI | id=497834,"Modell: laplacian_mean=113.46 (sehr unscharf)
Menschliche Bewertung des Modells: Schärfe=teilweise passend (3.00/5 Likert-Skala; n=2)",sharpness_variant_2,sharpness
abb_kategorie_aesthetic_quality_v02.png,1,7565209380782755075,VI,Ästhetik | VI | id=755075,"Modell: aesthetic_score=5.28 (eher hohe visuelle qualitaet); frames=8
Menschliche Bewertung des Modells: Ästhetik=sehr gut passend (5.00/5 Likert-Skala; n=2)",aesthetic_quality_variant_2,aesthetic_quality
abb_kategorie_aesthetic_quality_v02.png,2,7452207597907676424,VI,Ästhetik | VI | id=676424,"Modell: aesthetic_score=3.65 (sehr niedrige visuelle qualitaet); frames=33
Menschliche Bewertung des Modells: Ästhetik=zwischen eher schlecht passend und teilweise passend (2.50/5 Likert-Skala; n=2)",aesthetic_quality_variant_2,aesthetic_quality
abb_kategorie_aesthetic_quality_v02.png,3,7537330858357706006,VI,Ästhetik | VI | id=706006,"Modell: aesthetic_score=4.33 (eher niedrige visuelle qualitaet); frames=17
Menschliche Bewertung des Modells: Ästhetik=zwischen eher schlecht passend und teilweise passend (2.50/5 Likert-Skala; n=2)",aesthetic_quality_variant_2,aesthetic_quality
abb_kategorie_filter_strength_v02.png,1,7037583058626759941,VI,Filterstärke | VI | id=759941,"Modell: filter=stark (sehr starke Filterwirkung); prob=1.00; frames=10
Menschliche Bewertung des Modells: Filterstärke=zwischen gut passend und sehr gut passend (4.50/5 Likert-Skala; n=2)",filter_strength_variant_2,filter_strength
abb_kategorie_filter_strength_v02.png,2,7129589619099847982,VI,Filterstärke | VI | id=847982,"Modell: filter=stark (sehr starke Filterwirkung); prob=1.00; frames=8
Menschliche Bewertung des Modells: Filterstärke=zwischen gut passend und sehr gut passend (4.50/5 Likert-Skala; n=2)",filter_strength_variant_2,filter_strength
abb_kategorie_filter_strength_v02.png,3,7586737085831286071,RI,Filterstärke | RI | id=286071,"Modell: filter=stark (deutliche Filterwirkung); prob=0.98; frames=12
Menschliche Bewertung des Modells: Filterstärke=zwischen eher schlecht passend und teilweise passend (2.50/5 Likert-Skala; n=2)",filter_strength_variant_2,filter_strength
abb_kategorie_personen_anzahl_v02.png,1,7516241082754010414,VI,Personenzahl | VI | id=010414,"Modell: persons=1.00; max=1; frames=8
Menschliche Bewertung des Modells: Personenzahl=sehr gut passend (5.00/5 Likert-Skala; n=2)",personen_anzahl_variant_2,personen_anzahl
abb_kategorie_personen_anzahl_v02.png,2,7467202100674497834,VI,Personenzahl | VI | id=497834,"Modell: persons=1.50; max=3; frames=10
Menschliche Bewertung des Modells: Personenzahl=gut passend (4.00/5 Likert-Skala; n=2)",personen_anzahl_variant_2,personen_anzahl
abb_kategorie_personen_anzahl_v02.png,3,7037583058626759941,VI,Personenzahl | VI | id=759941,"Modell: persons=3.40; max=6; frames=9
Menschliche Bewertung des Modells: Personenzahl=zwischen sehr schlecht passend und eher schlecht passend (1.50/5 Likert-Skala; n=2)",personen_anzahl_variant_2,personen_anzahl
abb_datasetbeispiele_vi_ri_v03.png,1,7105090679080176942,VI,VI 1 | VI | id=176942,"Modell: scene=beauty; p=0.91; scene_n=2
Modell: stability_idx=0.63; cuts_s=0.24
Modell: cam=closeUp; p=0.81",Datensatzbeispiel,scene
abb_datasetbeispiele_vi_ri_v03.png,2,7537330858357706006,VI,VI 2 | VI | id=706006,"Modell: scene=stage/indoor; p=0.81; scene_n=1
Modell: stability_idx=0.85; cuts_s=0.00
Modell: cam=medCloseUp; p=0.62",Datensatzbeispiel,scene
abb_datasetbeispiele_vi_ri_v03.png,3,7525293677674007816,VI,VI 3 | VI | id=007816,"Modell: scene=playroom; p=0.52; scene_n=7
Modell: stability_idx=0.90; cuts_s=0.03
Modell: cam=medCloseUp; p=0.65",Datensatzbeispiel,scene
abb_datasetbeispiele_vi_ri_v03.png,4,7560172424734559543,RI,RI 1 | RI | id=559543,"Modell: scene=beauty; p=0.82; scene_n=2
Modell: stability_idx=0.36; cuts_s=1.14
Modell: cam=medCloseUp; p=0.79",Datensatzbeispiel,scene
abb_datasetbeispiele_vi_ri_v03.png,5,7507064809809104171,RI,RI 2 | RI | id=104171,"Modell: scene=airplane; p=0.72; scene_n=3
Modell: stability_idx=0.62; cuts_s=0.03
Modell: cam=medCloseUp; p=0.84",Datensatzbeispiel,scene
abb_datasetbeispiele_vi_ri_v03.png,6,7488206695714376982,RI,RI 3 | RI | id=376982,"Modell: scene=park; p=0.46; scene_n=3
Modell: stability_idx=0.92; cuts_s=0.00
Modell: cam=fullShot; p=0.60",Datensatzbeispiel,scene
abb_human_evaluation_modellplausibilitaet_v03.png,1,7014189798315298053,VI,Stabilität | VI | id=298053,"Modell: stability_idx=1.00 (sehr stabil); flow_mean=0.00 (sehr ruhig kaum Bewegung); pairs=17
Menschliche Bewertung des Modells: Stabilität=sehr gut passend (5.00/5 Likert-Skala; n=2)",camera_stability_variant_3,human_evaluation_overview
abb_human_evaluation_modellplausibilitaet_v03.png,2,7496943419483278635,RI,Schnitte/Dynamik | RI | id=278635,"Modell: cut_count=35 (sehr wenige Schnitte); cuts_s=0.65 (sehr ruhig kaum Schnitte); frames=1608
Menschliche Bewertung des Modells: Schnitte/Dynamik=sehr gut passend (5.00/5 Likert-Skala; n=2)",cuts_variant_3,human_evaluation_overview
abb_human_evaluation_modellplausibilitaet_v03.png,3,7573473414455889166,RI,Personenzahl | RI | id=889166,"Modell: persons=2.46; max=6; frames=24
Menschliche Bewertung des Modells: Personenzahl=zwischen sehr schlecht passend und eher schlecht passend (1.50/5 Likert-Skala; n=2)",personen_anzahl_variant_3,human_evaluation_overview
abb_visuelle_settings_szenen_v03.png,1,7537330858357706006,VI,VI | stage/indoor | VI | id=706006,"Modell: scene=stage/indoor; p=0.81; scene_n=1
Modell: stability_idx=0.85; cuts_s=0.00
Modell: cam=medCloseUp; p=0.62",Szenenbeispiel,scene
abb_visuelle_settings_szenen_v03.png,2,7525293677674007816,VI,VI | playroom | VI | id=007816,"Modell: scene=playroom; p=0.52; scene_n=7
Modell: stability_idx=0.90; cuts_s=0.03
Modell: cam=medCloseUp; p=0.65",Szenenbeispiel,scene
abb_visuelle_settings_szenen_v03.png,3,7105090679080176942,VI,VI | beauty_salon | VI | id=176942,"Modell: scene=beauty; p=0.91; scene_n=2
Modell: stability_idx=0.63; cuts_s=0.24
Modell: cam=closeUp; p=0.81",Szenenbeispiel,scene
abb_visuelle_settings_szenen_v03.png,4,7507064809809104171,RI,RI | airplane_cabin | RI | id=104171,"Modell: scene=airplane; p=0.72; scene_n=3
Modell: stability_idx=0.62; cuts_s=0.03
Modell: cam=medCloseUp; p=0.84",Szenenbeispiel,scene
abb_visuelle_settings_szenen_v03.png,5,7491097821064482070,RI,RI | car_interior | RI | id=482070,"Modell: scene=car; p=0.75; scene_n=2
Modell: stability_idx=0.66; cuts_s=0.12
Modell: cam=medCloseUp; p=0.67",Szenenbeispiel,scene
abb_visuelle_settings_szenen_v03.png,6,7488206695714376982,RI,RI | park | RI | id=376982,"Modell: scene=park; p=0.46; scene_n=3
Modell: stability_idx=0.92; cuts_s=0.00
Modell: cam=fullShot; p=0.60",Szenenbeispiel,scene
abb_kategorie_scene_v03.png,1,7520275551416749326,RI,Szene | RI | id=749326,"Modell: scene=kitchen; p=0.80; scene_n=1
Menschliche Bewertung des Modells: Szene=sehr gut passend (5.00/5 Likert-Skala; n=2)",scene_variant_3,scene
abb_kategorie_scene_v03.png,2,7037583058626759941,VI,Szene | VI | id=759941,"Modell: scene=beauty; p=0.35; scene_n=4
Menschliche Bewertung des Modells: Szene=zwischen teilweise passend und gut passend (3.50/5 Likert-Skala; n=2)",scene_variant_3,scene
abb_kategorie_scene_v03.png,3,7014189798315298053,VI,Szene | VI | id=298053,"Modell: scene=dressing; p=0.86; scene_n=1
Menschliche Bewertung des Modells: Szene=zwischen eher schlecht passend und teilweise passend (2.50/5 Likert-Skala; n=2)",scene_variant_3,scene
abb_kategorie_camera_distance_v03.png,1,7129589619099847982,VI,Kameradistanz | VI | id=847982,"Modell: distance=medCloseUp; p=0.82; frames=8
Menschliche Bewertung des Modells: Kameradistanz=sehr gut passend (5.00/5 Likert-Skala; n=2)",camera_distance_variant_3,camera_distance
abb_kategorie_camera_distance_v03.png,2,7037583058626759941,VI,Kameradistanz | VI | id=759941,"Modell: distance=closeUp; p=0.66; frames=10
Menschliche Bewertung des Modells: Kameradistanz=sehr gut passend (5.00/5 Likert-Skala; n=2)",camera_distance_variant_3,camera_distance
abb_kategorie_camera_distance_v03.png,3,7579666136371957005,RI,Kameradistanz | RI | id=957005,"Modell: distance=medShot; p=0.80; frames=49
Menschliche Bewertung des Modells: Kameradistanz=zwischen teilweise passend und gut passend (3.50/5 Likert-Skala; n=2)",camera_distance_variant_3,camera_distance
abb_kategorie_camera_stability_v03.png,1,7014189798315298053,VI,Stabilität | VI | id=298053,"Modell: stability_idx=1.00 (sehr stabil); flow_mean=0.00 (sehr ruhig kaum Bewegung); pairs=17
Menschliche Bewertung des Modells: Stabilität=sehr gut passend (5.00/5 Likert-Skala; n=2)",camera_stability_variant_3,camera_stability
abb_kategorie_camera_stability_v03.png,2,7579666136371957005,RI,Stabilität | RI | id=957005,"Modell: stability_idx=0.34 (sehr instabil); flow_mean=0.02 (mittlere Bewegung); pairs=80
Menschliche Bewertung des Modells: Stabilität=zwischen gut passend und sehr gut passend (4.50/5 Likert-Skala; n=2)",camera_stability_variant_3,camera_stability
abb_kategorie_camera_stability_v03.png,3,7573473414455889166,RI,Stabilität | RI | id=889166,"Modell: stability_idx=0.55 (mittel stabil); flow_mean=0.01 (eher ruhig); pairs=80
Menschliche Bewertung des Modells: Stabilität=zwischen teilweise passend und gut passend (3.50/5 Likert-Skala; n=2)",camera_stability_variant_3,camera_stability
abb_kategorie_cuts_v03.png,1,7027954993026190598,VI,Schnitte/Dynamik | VI | id=190598,"Modell: cut_count=3 (sehr wenige Schnitte); cuts_s=0.33 (sehr ruhig kaum Schnitte); frames=274
Menschliche Bewertung des Modells: Schnitte/Dynamik=sehr gut passend (5.00/5 Likert-Skala; n=2)",cuts_variant_3,cuts
abb_kategorie_cuts_v03.png,2,7496943419483278635,RI,Schnitte/Dynamik | RI | id=278635,"Modell: cut_count=35 (sehr wenige Schnitte); cuts_s=0.65 (sehr ruhig kaum Schnitte); frames=1608
Menschliche Bewertung des Modells: Schnitte/Dynamik=sehr gut passend (5.00/5 Likert-Skala; n=2)",cuts_variant_3,cuts
abb_kategorie_cuts_v03.png,3,7512643920539700526,RI,Schnitte/Dynamik | RI | id=700526,"Modell: cut_count=0 (sehr wenige Schnitte); cuts_s=0.00 (sehr ruhig kaum Schnitte); frames=1943
Menschliche Bewertung des Modells: Schnitte/Dynamik=sehr gut passend (5.00/5 Likert-Skala; n=2)",cuts_variant_3,cuts
abb_kategorie_face_emotion_v03.png,1,7467202100674497834,VI,Emotion | VI | id=497834,"Modell: emotion=Neutral; p=0.76; face_frames=10
Menschliche Bewertung des Modells: Emotion=sehr gut passend (5.00/5 Likert-Skala; n=2)",face_emotion_variant_3,face_emotion
abb_kategorie_face_emotion_v03.png,2,7538416839257230614,VI,Emotion | VI | id=230614,"Modell: emotion=Surprise; p=0.51; face_frames=19
Menschliche Bewertung des Modells: Emotion=teilweise passend (3.00/5 Likert-Skala; n=2)",face_emotion_variant_3,face_emotion
abb_kategorie_face_emotion_v03.png,3,7513173382473485590,VI,Emotion | VI | id=485590,"Modell: emotion=Angry; p=0.44; face_frames=15
Menschliche Bewertung des Modells: Emotion=zwischen eher schlecht passend und teilweise passend (2.50/5 Likert-Skala; n=2)",face_emotion_variant_3,face_emotion
abb_kategorie_body_pose_v03.png,1,7517473852260240654,RI,Pose | RI | id=240654,"Modell: pose=sitting; p=0.86; pose_frames=92
Menschliche Bewertung des Modells: Pose=sehr gut passend (5.00/5 Likert-Skala; n=2)",body_pose_variant_3,body_pose
abb_kategorie_body_pose_v03.png,2,7516241082754010414,VI,Pose | VI | id=010414,"Modell: pose=listening-to-music; p=0.62; pose_frames=8
Menschliche Bewertung des Modells: Pose=teilweise passend (3.00/5 Likert-Skala; n=2)",body_pose_variant_3,body_pose
abb_kategorie_body_pose_v03.png,3,7538416839257230614,VI,Pose | VI | id=230614,"Modell: pose=drinking; p=0.70; pose_frames=19
Menschliche Bewertung des Modells: Pose=eher schlecht passend (2.00/5 Likert-Skala; n=2)",body_pose_variant_3,body_pose
abb_kategorie_beauty_score_v03.png,1,7565897317576871190,VI,Beauty-Score | VI | id=871190,"Modell: beauty_mean=41.35 (eher hoher Beauty-Score); sd=9.67; face_frames=6
Menschliche Bewertung des Modells: Beauty-Score=zwischen gut passend und sehr gut passend (4.50/5 Likert-Skala; n=2)",beauty_score_variant_3,beauty_score
abb_kategorie_beauty_score_v03.png,2,7516376664570416426,VI,Beauty-Score | VI | id=416426,"Modell: beauty_mean=33.51 (mittlerer Beauty-Score); sd=1.69; face_frames=8
Menschliche Bewertung des Modells: Beauty-Score=zwischen teilweise passend und gut passend (3.50/5 Likert-Skala; n=2)",beauty_score_variant_3,beauty_score
abb_kategorie_beauty_score_v03.png,3,7579347487303961870,RI,Beauty-Score | RI | id=961870,"Modell: beauty_mean=19.67 (sehr niedriger Beauty-Score); sd=2.56; face_frames=15
Menschliche Bewertung des Modells: Beauty-Score=zwischen teilweise passend und gut passend (3.50/5 Likert-Skala; n=2)",beauty_score_variant_3,beauty_score
abb_kategorie_skin_smoothness_v03.png,1,7579666136371957005,RI,Hautglättung | RI | id=957005,"Modell: highpass_idx=0.01 (sehr natürliche wenig geglättete Haut); dog_idx=0.03 (sehr natürliche wenig geglättete Haut); face_frames=17
Menschliche Bewertung des Modells: Hautglättung=gut passend (4.00/5 Likert-Skala; n=2)",skin_smoothness_variant_3,skin_smoothness
abb_kategorie_skin_smoothness_v03.png,2,7512643920539700526,RI,Hautglättung | RI | id=700526,"Modell: highpass_idx=0.04 (eher wenig geglättete Haut); dog_idx=0.15 (glatte Haut); face_frames=65
Menschliche Bewertung des Modells: Hautglättung=gut passend (4.00/5 Likert-Skala; n=2)",skin_smoothness_variant_3,skin_smoothness
abb_kategorie_skin_smoothness_v03.png,3,7228975173284744491,RI,Hautglättung | RI | id=744491,"Modell: highpass_idx=0.09 (sehr glatte stark geglättete Haut); dog_idx=0.19 (sehr glatte stark geglättete Haut); face_frames=9
Menschliche Bewertung des Modells: Hautglättung=sehr gut passend (5.00/5 Likert-Skala; n=2)",skin_smoothness_variant_3,skin_smoothness
abb_kategorie_face_orientation_v03.png,1,7491097821064482070,RI,Gesichtsorientierung | RI | id=482070,"Modell: orientation=Frontal; pitch=10.45; yaw=-0.66
Menschliche Bewertung des Modells: Gesichtsorientierung=sehr gut passend (5.00/5 Likert-Skala; n=2)",face_orientation_variant_3,face_orientation
abb_kategorie_face_orientation_v03.png,2,7513173382473485590,VI,Gesichtsorientierung | VI | id=485590,"Modell: orientation=Left; pitch=3.57; yaw=-27.03
Menschliche Bewertung des Modells: Gesichtsorientierung=sehr gut passend (5.00/5 Likert-Skala; n=2)",face_orientation_variant_3,face_orientation
abb_kategorie_face_orientation_v03.png,3,7520275551416749326,RI,Gesichtsorientierung | RI | id=749326,"Modell: orientation=Right; pitch=7.56; yaw=19.85
Menschliche Bewertung des Modells: Gesichtsorientierung=zwischen sehr schlecht passend und eher schlecht passend (1.50/5 Likert-Skala; n=2)",face_orientation_variant_3,face_orientation
abb_kategorie_brightness_v03.png,1,7174800420806708522,RI,Helligkeit | RI | id=708522,"Modell: brightness_idx=148.31 (eher hell)
Menschliche Bewertung des Modells: Helligkeit=sehr gut passend (5.00/5 Likert-Skala; n=2)",brightness_variant_3,brightness
abb_kategorie_brightness_v03.png,2,7037583058626759941,VI,Helligkeit | VI | id=759941,"Modell: brightness_idx=119.19 (mittel hell)
Menschliche Bewertung des Modells: Helligkeit=gut passend (4.00/5 Likert-Skala; n=2)",brightness_variant_3,brightness
abb_kategorie_brightness_v03.png,3,7027954993026190598,VI,Helligkeit | VI | id=190598,"Modell: brightness_idx=129.82 (mittel hell)
Menschliche Bewertung des Modells: Helligkeit=gut passend (4.00/5 Likert-Skala; n=2)",brightness_variant_3,brightness
abb_kategorie_contrast_v03.png,1,7513173382473485590,VI,Kontrast | VI | id=485590,"Modell: contrast_idx=69.01 (eher hoher Kontrast)
Menschliche Bewertung des Modells: Kontrast=zwischen gut passend und sehr gut passend (4.50/5 Likert-Skala; n=2)",contrast_variant_3,contrast
abb_kategorie_contrast_v03.png,2,7037583058626759941,VI,Kontrast | VI | id=759941,"Modell: contrast_idx=68.89 (eher hoher Kontrast)
Menschliche Bewertung des Modells: Kontrast=gut passend (4.00/5 Likert-Skala; n=2)",contrast_variant_3,contrast
abb_kategorie_contrast_v03.png,3,7520275551416749326,RI,Kontrast | RI | id=749326,"Modell: contrast_idx=65.52 (eher hoher Kontrast)
Menschliche Bewertung des Modells: Kontrast=zwischen teilweise passend und gut passend (3.50/5 Likert-Skala; n=2)",contrast_variant_3,contrast
abb_kategorie_saturation_v03.png,1,7512643920539700526,RI,Sättigung | RI | id=700526,"Modell: saturation_idx=55.04 (sehr geringe Farbsättigung)
Menschliche Bewertung des Modells: Sättigung=zwischen gut passend und sehr gut passend (4.50/5 Likert-Skala; n=2)",saturation_variant_3,saturation
abb_kategorie_saturation_v03.png,2,7014189798315298053,VI,Sättigung | VI | id=298053,"Modell: saturation_idx=48.62 (sehr geringe Farbsättigung)
Menschliche Bewertung des Modells: Sättigung=gut passend (4.00/5 Likert-Skala; n=2)",saturation_variant_3,saturation
